Module,Gene,Probes,Module_gene,Function,Cluter,Cluster_location,position
M10.3,SDPR,1715991,M10.3_SDPR,Platelet,A34,1,A34.1
M10.3,TSC22D1,1787567,M10.3_TSC22D1,Platelet,A34,1,A34.1
M10.3,TUBB1,1710280,M10.3_TUBB1,Platelet,A34,1,A34.1
M10.3,VCL,1795429,M10.3_VCL,Platelet,A34,1,A34.1
M10.3,ZNF185,1802888,M10.3_ZNF185,Platelet,A34,1,A34.1
M10.4,BPI,1766736,M10.4_BPI,Neutrophil activation,A38,2,A38.2
M10.4,CEACAM6,1712522,M10.4_CEACAM6,Neutrophil activation,A38,2,A38.2
M10.4,CEACAM8,1806056,M10.4_CEACAM8,Neutrophil activation,A38,2,A38.2
M10.4,CTSG,1680424,M10.4_CTSG,Neutrophil activation,A38,2,A38.2
M10.4,DEFA1,2193213,M10.4_DEFA1,Neutrophil activation,A38,2,A38.2
M10.4,DEFA3,2165289,M10.4_DEFA3,Neutrophil activation,A38,2,A38.2
M10.4,DEFA4,1753347,M10.4_DEFA4,Neutrophil activation,A38,2,A38.2
M10.4,ELA2,1706635,M10.4_ELA2,Neutrophil activation,A38,2,A38.2
M10.4,LOC653600,1693262,M10.4_LOC653600,Neutrophil activation,A38,2,A38.2
M10.4,LOC728358,1679357,M10.4_LOC728358,Neutrophil activation,A38,2,A38.2
M10.4,LTF,1677920,M10.4_LTF,Neutrophil activation,A38,2,A38.2
M10.4,MPO,1705183,M10.4_MPO,Neutrophil activation,A38,2,A38.2
M10.4,OLFM4,2116877,M10.4_OLFM4,Neutrophil activation,A38,2,A38.2
M11.1,EEF1B2,2318725,M11.1_EEF1B2,Protein synthesis,A1,19,A1.19
M11.1,EEF2,1738383,M11.1_EEF2,Protein synthesis,A1,19,A1.19
M11.1,LOC388524,2050112,M11.1_LOC388524,Protein synthesis,A1,19,A1.19
M11.1,LOC440589,1652768,M11.1_LOC440589,Protein synthesis,A1,19,A1.19
M11.1,LOC441246,1788742,M11.1_LOC441246,Protein synthesis,A1,19,A1.19
M11.1,LOC441876,1713394,M11.1_LOC441876,Protein synthesis,A1,19,A1.19
M11.1,LOC642250,1663416,M11.1_LOC642250,Protein synthesis,A1,19,A1.19
M11.1,LOC643433,1661306,M11.1_LOC643433,Protein synthesis,A1,19,A1.19
M11.1,LOC644029,1659095,M11.1_LOC644029,Protein synthesis,A1,19,A1.19
M11.1,LOC645683,1659771,M11.1_LOC645683,Protein synthesis,A1,19,A1.19
M11.1,LOC645899,1746485,M11.1_LOC645899,Protein synthesis,A1,19,A1.19
M11.1,LOC646195,1684258,M11.1_LOC646195,Protein synthesis,A1,19,A1.19
M11.1,LOC646200,1732328,M11.1_LOC646200,Protein synthesis,A1,19,A1.19
M11.1,LOC646483,1673738,M11.1_LOC646483,Protein synthesis,A1,19,A1.19
M11.1,LOC646766,1775243,M11.1_LOC646766,Protein synthesis,A1,19,A1.19
M11.1,LOC649150,1651680,M11.1_LOC649150,Protein synthesis,A1,19,A1.19
M11.1,LOC649447,1811063,M11.1_LOC649447,Protein synthesis,A1,19,A1.19
M11.1,LOC649821,1786242,M11.1_LOC649821,Protein synthesis,A1,19,A1.19
M11.1,LOC653232,1698940,M11.1_LOC653232,Protein synthesis,A1,19,A1.19
M11.1,LOC653314,1651899,M11.1_LOC653314,Protein synthesis,A1,19,A1.19
M11.1,LOC731096,1680437,M11.1_LOC731096,Protein synthesis,A1,19,A1.19
M11.1,RPL10A,2154566,M11.1_RPL10A,Protein synthesis,A1,19,A1.19
M11.1,RPL12,2116366,M11.1_RPL12,Protein synthesis,A1,19,A1.19
M11.1,RPL17,1658283,M11.1_RPL17,Protein synthesis,A1,19,A1.19
M11.1,RPL18,2230624,M11.1_RPL18,Protein synthesis,A1,19,A1.19
M11.1,RPL18A,2141453,M11.1_RPL18A,Protein synthesis,A1,19,A1.19
M11.1,RPL19,1701832,M11.1_RPL19,Protein synthesis,A1,19,A1.19
M11.1,RPL27,1656807,M11.1_RPL27,Protein synthesis,A1,19,A1.19
M11.1,RPL35,2142815,M11.1_RPL35,Protein synthesis,A1,19,A1.19
M11.1,RPL35A,1756360,M11.1_RPL35A,Protein synthesis,A1,19,A1.19
M11.1,RPL36,1685088,M11.1_RPL36,Protein synthesis,A1,19,A1.19
M11.1,RPL4,1752285,M11.1_RPL4,Protein synthesis,A1,19,A1.19
M11.1,RPL5,2087080,M11.1_RPL5,Protein synthesis,A1,19,A1.19
M11.1,RPL6,1712155,M11.1_RPL6,Protein synthesis,A1,19,A1.19
M11.1,RPL8,1764721,M11.1_RPL8,Protein synthesis,A1,19,A1.19
M11.1,RPL9,1750507,M11.1_RPL9,Protein synthesis,A1,19,A1.19
M11.1,RPLP1,2386530,M11.1_RPLP1,Protein synthesis,A1,19,A1.19
M11.1,RPS13,1777344,M11.1_RPS13,Protein synthesis,A1,19,A1.19
M11.1,RPS14,2338785,M11.1_RPS14,Protein synthesis,A1,19,A1.19
M11.1,RPS15,2219134,M11.1_RPS15,Protein synthesis,A1,19,A1.19
M11.1,RPS17,2207539,M11.1_RPS17,Protein synthesis,A1,19,A1.19
M11.1,RPS18,1753534,M11.1_RPS18,Protein synthesis,A1,19,A1.19
M11.1,RPS20,1701596,M11.1_RPS20,Protein synthesis,A1,19,A1.19
M11.1,RPS27A,1755883,M11.1_RPS27A,Protein synthesis,A1,19,A1.19
M11.1,RPS3,1760714,M11.1_RPS3,Protein synthesis,A1,19,A1.19
M11.1,TOMM7,2087060,M11.1_TOMM7,Protein synthesis,A1,19,A1.19
M11.2,ABCC4,1788457,M11.2_ABCC4,TBD,A37,10,A37.10
M11.2,AMFR,1723116,M11.2_AMFR,TBD,A37,10,A37.10
M11.2,BAT3,2390416,M11.2_BAT3,TBD,A37,10,A37.10
M11.2,BMP2K,1811148,M11.2_BMP2K,TBD,A37,10,A37.10
M11.2,C17ORF39,1656427,M11.2_C17ORF39,TBD,A37,10,A37.10
M11.2,C9ORF40,1711799,M11.2_C9ORF40,TBD,A37,10,A37.10
M11.2,DNAJB2,2390974,M11.2_DNAJB2,TBD,A37,10,A37.10
M11.2,EIF1B,1679324,M11.2_EIF1B,TBD,A37,10,A37.10
M11.2,GDE1,1728698,M11.2_GDE1,TBD,A37,10,A37.10
M11.2,GNA12,2216157,M11.2_GNA12,TBD,A37,10,A37.10
M11.2,HS.211743,1860954,M11.2_HS.211743,TBD,A37,10,A37.10
M11.2,HS.57079,1911042,M11.2_HS.57079,TBD,A37,10,A37.10
M11.2,IQWD1,1670000,M11.2_IQWD1,TBD,A37,10,A37.10
M11.2,JAZF1,1682727,M11.2_JAZF1,TBD,A37,10,A37.10
M11.2,MED25,1811823,M11.2_MED25,TBD,A37,10,A37.10
M11.2,NSUN3,1676280,M11.2_NSUN3,TBD,A37,10,A37.10
M11.2,ODC1,1748591,M11.2_ODC1,TBD,A37,10,A37.10
M11.2,POLR1D,1767422,M11.2_POLR1D,TBD,A37,10,A37.10
M11.2,PPP2R5B,2124082,M11.2_PPP2R5B,TBD,A37,10,A37.10
M11.2,PSME4,1763540,M11.2_PSME4,TBD,A37,10,A37.10
M11.2,RANBP10,1667306,M11.2_RANBP10,TBD,A37,10,A37.10
M11.2,RNF14,2351241,M11.2_RNF14,TBD,A37,10,A37.10
M11.2,RSRC1,1682494,M11.2_RSRC1,TBD,A37,10,A37.10
M11.2,SELK,2134110,M11.2_SELK,TBD,A37,10,A37.10
M11.2,SLC2A1,1659027,M11.2_SLC2A1,TBD,A37,10,A37.10
M11.2,SNX3,1740180,M11.2_SNX3,TBD,A37,10,A37.10
M11.2,TBC1D22B,2123730,M11.2_TBC1D22B,TBD,A37,10,A37.10
M11.2,TMEM183A,1752589,M11.2_TMEM183A,TBD,A37,10,A37.10
M11.2,TMEM183B,2172269,M11.2_TMEM183B,TBD,A37,10,A37.10
M11.2,UBE2F,2164242,M11.2_UBE2F,TBD,A37,10,A37.10
M11.2,UBQLN1,2351611,M11.2_UBQLN1,TBD,A37,10,A37.10
M11.2,WBP2,1788604,M11.2_WBP2,TBD,A37,10,A37.10
M11.2,WDR26,1719343,M11.2_WDR26,TBD,A37,10,A37.10
M11.2,WDR45,1756146,M11.2_WDR45,TBD,A37,10,A37.10
M11.2,WDR51B,1667201,M11.2_WDR51B,TBD,A37,10,A37.10
M11.2,WNK1,1876924,M11.2_WNK1,TBD,A37,10,A37.10
M11.2,ZBTB44,2080637,M11.2_ZBTB44,TBD,A37,10,A37.10
M11.2,ZER1,1654032,M11.2_ZER1,TBD,A37,10,A37.10
M11.2,ZNF653,1696276,M11.2_ZNF653,TBD,A37,10,A37.10
M11.3,ASCC2,1679919,M11.3_ASCC2,Erythrocytes,A37,2,A37.2
M11.3,C18ORF10,1671693,M11.3_C18ORF10,Erythrocytes,A37,2,A37.2
M11.3,DPM2,1732049,M11.3_DPM2,Erythrocytes,A37,2,A37.2
M11.3,EPB49,1671686,M11.3_EPB49,Erythrocytes,A37,2,A37.2
M11.3,FBXO7,1715963,M11.3_FBXO7,Erythrocytes,A37,2,A37.2
M11.3,GATA1,1797251,M11.3_GATA1,Erythrocytes,A37,2,A37.2
M11.3,HAGH,2379520,M11.3_HAGH,Erythrocytes,A37,2,A37.2
M11.3,HEMGN,1680094,M11.3_HEMGN,Erythrocytes,A37,2,A37.2
M11.3,HMBS,1726306,M11.3_HMBS,Erythrocytes,A37,2,A37.2
M11.3,KEL,1738468,M11.3_KEL,Erythrocytes,A37,2,A37.2
M11.3,LOC284422,1774375,M11.3_LOC284422,Erythrocytes,A37,2,A37.2
M11.3,LOC440359,1706434,M11.3_LOC440359,Erythrocytes,A37,2,A37.2
M11.3,LOC441081,1719579,M11.3_LOC441081,Erythrocytes,A37,2,A37.2
M11.3,MBNL3,2303170,M11.3_MBNL3,Erythrocytes,A37,2,A37.2
M11.3,MYL4,1684255,M11.3_MYL4,Erythrocytes,A37,2,A37.2
M11.3,PDZK1IP1,1708580,M11.3_PDZK1IP1,Erythrocytes,A37,2,A37.2
M11.3,PHOSPHO1,1688240,M11.3_PHOSPHO1,Erythrocytes,A37,2,A37.2
M11.3,RUNDC3A,1756715,M11.3_RUNDC3A,Erythrocytes,A37,2,A37.2
M11.3,SESN3,1694027,M11.3_SESN3,Erythrocytes,A37,2,A37.2
M11.3,TESC,1750181,M11.3_TESC,Erythrocytes,A37,2,A37.2
M11.3,TGM2,1679267,M11.3_TGM2,Erythrocytes,A37,2,A37.2
M11.3,TRIM10,2329290,M11.3_TRIM10,Erythrocytes,A37,2,A37.2
M11.3,TSPAN5,1799028,M11.3_TSPAN5,Erythrocytes,A37,2,A37.2
M11.3,VWCE,1760315,M11.3_VWCE,Erythrocytes,A37,2,A37.2
M11.4,AP2M1,1699598,M11.4_AP2M1,TBD,A37,11,A37.11
M11.4,AP2S1,1809957,M11.4_AP2S1,TBD,A37,11,A37.11
M11.4,ATG9A,1739008,M11.4_ATG9A,TBD,A37,11,A37.11
M11.4,B4GALT3,1692267,M11.4_B4GALT3,TBD,A37,11,A37.11
M11.4,BCL2L13,2181445,M11.4_BCL2L13,TBD,A37,11,A37.11
M11.4,C13ORF15,1658494,M11.4_C13ORF15,TBD,A37,11,A37.11
M11.4,C19ORF62,1806937,M11.4_C19ORF62,TBD,A37,11,A37.11
M11.4,CYB5R3,1740441,M11.4_CYB5R3,TBD,A37,11,A37.11
M11.4,DAP,2112493,M11.4_DAP,TBD,A37,11,A37.11
M11.4,DENND1A,1727315,M11.4_DENND1A,TBD,A37,11,A37.11
M11.4,FAM134A,1654851,M11.4_FAM134A,TBD,A37,11,A37.11
M11.4,HK1,2382990,M11.4_HK1,TBD,A37,11,A37.11
M11.4,JUND,1810214,M11.4_JUND,TBD,A37,11,A37.11
M11.4,MSI2,1804448,M11.4_MSI2,TBD,A37,11,A37.11
M11.4,NTAN1,1815552,M11.4_NTAN1,TBD,A37,11,A37.11
M11.4,NUCB1,1722634,M11.4_NUCB1,TBD,A37,11,A37.11
M11.4,PA2G4,1728984,M11.4_PA2G4,TBD,A37,11,A37.11
M11.4,POLR1D,1742427,M11.4_POLR1D,TBD,A37,11,A37.11
M11.4,TCEB2,1733927,M11.4_TCEB2,TBD,A37,11,A37.11
M11.4,UBAC1,1807044,M11.4_UBAC1,TBD,A37,11,A37.11
M11.4,UBAP1,1807596,M11.4_UBAP1,TBD,A37,11,A37.11
M11.4,UBL7,1733991,M11.4_UBL7,TBD,A37,11,A37.11
M11.4,UROD,1740742,M11.4_UROD,TBD,A37,11,A37.11
M11.4,WDR13,1805512,M11.4_WDR13,TBD,A37,11,A37.11
M11.4,WIPI2,2321292,M11.4_WIPI2,TBD,A37,11,A37.11
M11.4,ZMAT2,1745343,M11.4_ZMAT2,TBD,A37,11,A37.11
M12.1,ACAT1,1800008,M12.1_ACAT1,Protein modification,A1,32,A1.32
M12.1,ACTL6A,1749297,M12.1_ACTL6A,Protein modification,A1,32,A1.32
M12.1,AHCY,1657862,M12.1_AHCY,Protein modification,A1,32,A1.32
M12.1,AIFM1,2313821,M12.1_AIFM1,Protein modification,A1,32,A1.32
M12.1,AKAP7,1733690,M12.1_AKAP7,Protein modification,A1,32,A1.32
M12.1,APOBEC3G,1802106,M12.1_APOBEC3G,Protein modification,A1,32,A1.32
M12.1,ARL5A,2332558,M12.1_ARL5A,Protein modification,A1,32,A1.32
M12.1,BCCIP,1771966,M12.1_BCCIP,Protein modification,A1,32,A1.32
M12.1,BCDIN3D,1796113,M12.1_BCDIN3D,Protein modification,A1,32,A1.32
M12.1,BMI1,1700915,M12.1_BMI1,Protein modification,A1,32,A1.32
M12.1,BNIP3,1724658,M12.1_BNIP3,Protein modification,A1,32,A1.32
M12.1,BXDC1,1664167,M12.1_BXDC1,Protein modification,A1,32,A1.32
M12.1,BXDC2,1679800,M12.1_BXDC2,Protein modification,A1,32,A1.32
M12.1,C14ORF112,1706305,M12.1_C14ORF112,Protein modification,A1,32,A1.32
M12.1,C16ORF80,2112599,M12.1_C16ORF80,Protein modification,A1,32,A1.32
M12.1,C18ORF55,2182531,M12.1_C18ORF55,Protein modification,A1,32,A1.32
M12.1,C1ORF19,1734486,M12.1_C1ORF19,Protein modification,A1,32,A1.32
M12.1,C3ORF28,1803647,M12.1_C3ORF28,Protein modification,A1,32,A1.32
M12.1,C4ORF14,1665066,M12.1_C4ORF14,Protein modification,A1,32,A1.32
M12.1,C6ORF125,1790461,M12.1_C6ORF125,Protein modification,A1,32,A1.32
M12.1,C6ORF130,1804834,M12.1_C6ORF130,Protein modification,A1,32,A1.32
M12.1,CCDC115,1730347,M12.1_CCDC115,Protein modification,A1,32,A1.32
M12.1,CCDC50,2302118,M12.1_CCDC50,Protein modification,A1,32,A1.32
M12.1,CCT2,1679382,M12.1_CCT2,Protein modification,A1,32,A1.32
M12.1,CNO,1685095,M12.1_CNO,Protein modification,A1,32,A1.32
M12.1,COPS4,1726755,M12.1_COPS4,Protein modification,A1,32,A1.32
M12.1,CSE1L,1665797,M12.1_CSE1L,Protein modification,A1,32,A1.32
M12.1,DCTD,1802456,M12.1_DCTD,Protein modification,A1,32,A1.32
M12.1,DCUN1D5,1726839,M12.1_DCUN1D5,Protein modification,A1,32,A1.32
M12.1,DDX19B,2381841,M12.1_DDX19B,Protein modification,A1,32,A1.32
M12.1,DDX21,1735461,M12.1_DDX21,Protein modification,A1,32,A1.32
M12.1,DIMT1L,1803312,M12.1_DIMT1L,Protein modification,A1,32,A1.32
M12.1,DNAJC9,1799516,M12.1_DNAJC9,Protein modification,A1,32,A1.32
M12.1,EBNA1BP2,1768127,M12.1_EBNA1BP2,Protein modification,A1,32,A1.32
M12.1,EEF1B2,1701930,M12.1_EEF1B2,Protein modification,A1,32,A1.32
M12.1,EEF1E1,1725105,M12.1_EEF1E1,Protein modification,A1,32,A1.32
M12.1,EI24,1669394,M12.1_EI24,Protein modification,A1,32,A1.32
M12.1,EIF2B1,1753716,M12.1_EIF2B1,Protein modification,A1,32,A1.32
M12.1,EMG1,1797074,M12.1_EMG1,Protein modification,A1,32,A1.32
M12.1,ENOPH1,1711878,M12.1_ENOPH1,Protein modification,A1,32,A1.32
M12.1,FAM58A,1770623,M12.1_FAM58A,Protein modification,A1,32,A1.32
M12.1,FBXO21,1745887,M12.1_FBXO21,Protein modification,A1,32,A1.32
M12.1,FH,1719392,M12.1_FH,Protein modification,A1,32,A1.32
M12.1,GART,1679476,M12.1_GART,Protein modification,A1,32,A1.32
M12.1,GEMIN6,1707484,M12.1_GEMIN6,Protein modification,A1,32,A1.32
M12.1,GLO1,1702177,M12.1_GLO1,Protein modification,A1,32,A1.32
M12.1,GTF2H5,1739497,M12.1_GTF2H5,Protein modification,A1,32,A1.32
M12.1,HACL1,1723414,M12.1_HACL1,Protein modification,A1,32,A1.32
M12.1,HADH,1719906,M12.1_HADH,Protein modification,A1,32,A1.32
M12.1,HINT2,1697820,M12.1_HINT2,Protein modification,A1,32,A1.32
M12.1,HNRNPA0,1753279,M12.1_HNRNPA0,Protein modification,A1,32,A1.32
M12.1,HSPE1,2092536,M12.1_HSPE1,Protein modification,A1,32,A1.32
M12.1,INTS9,1777118,M12.1_INTS9,Protein modification,A1,32,A1.32
M12.1,JTV1,1673252,M12.1_JTV1,Protein modification,A1,32,A1.32
M12.1,KIAA1128,2129388,M12.1_KIAA1128,Protein modification,A1,32,A1.32
M12.1,KLF9,1778523,M12.1_KLF9,Protein modification,A1,32,A1.32
M12.1,KRT10,1716093,M12.1_KRT10,Protein modification,A1,32,A1.32
M12.1,LETMD1,1782743,M12.1_LETMD1,Protein modification,A1,32,A1.32
M12.1,MED10,1707631,M12.1_MED10,Protein modification,A1,32,A1.32
M12.1,METTL5,1691570,M12.1_METTL5,Protein modification,A1,32,A1.32
M12.1,MEX3C,1658182,M12.1_MEX3C,Protein modification,A1,32,A1.32
M12.1,MIS12,1718069,M12.1_MIS12,Protein modification,A1,32,A1.32
M12.1,MRPL15,2103720,M12.1_MRPL15,Protein modification,A1,32,A1.32
M12.1,MRPL21,2348050,M12.1_MRPL21,Protein modification,A1,32,A1.32
M12.1,MRPL32,1749432,M12.1_MRPL32,Protein modification,A1,32,A1.32
M12.1,MRPL35,2341952,M12.1_MRPL35,Protein modification,A1,32,A1.32
M12.1,MRPL43,2258774,M12.1_MRPL43,Protein modification,A1,32,A1.32
M12.1,MRPL45,1748650,M12.1_MRPL45,Protein modification,A1,32,A1.32
M12.1,MRPL46,1722838,M12.1_MRPL46,Protein modification,A1,32,A1.32
M12.1,MRPS27,1711414,M12.1_MRPS27,Protein modification,A1,32,A1.32
M12.1,MRPS30,1726743,M12.1_MRPS30,Protein modification,A1,32,A1.32
M12.1,MRPS33,1741264,M12.1_MRPS33,Protein modification,A1,32,A1.32
M12.1,NAE1,1689665,M12.1_NAE1,Protein modification,A1,32,A1.32
M12.1,NAT5,2354140,M12.1_NAT5,Protein modification,A1,32,A1.32
M12.1,NDUFA9,1760741,M12.1_NDUFA9,Protein modification,A1,32,A1.32
M12.1,NIF3L1,1777066,M12.1_NIF3L1,Protein modification,A1,32,A1.32
M12.1,NIP7,1704305,M12.1_NIP7,Protein modification,A1,32,A1.32
M12.1,NXT1,1760280,M12.1_NXT1,Protein modification,A1,32,A1.32
M12.1,PDCD2,1797684,M12.1_PDCD2,Protein modification,A1,32,A1.32
M12.1,PDCD5,2228710,M12.1_PDCD5,Protein modification,A1,32,A1.32
M12.1,PEPD,1717674,M12.1_PEPD,Protein modification,A1,32,A1.32
M12.1,PFDN1,1717855,M12.1_PFDN1,Protein modification,A1,32,A1.32
M12.1,PHACTR4,1736548,M12.1_PHACTR4,Protein modification,A1,32,A1.32
M12.1,PIGP,1764871,M12.1_PIGP,Protein modification,A1,32,A1.32
M12.1,PPHLN1,2322842,M12.1_PPHLN1,Protein modification,A1,32,A1.32
M12.1,PRKCQ,1733421,M12.1_PRKCQ,Protein modification,A1,32,A1.32
M12.1,PWP1,1743049,M12.1_PWP1,Protein modification,A1,32,A1.32
M12.1,RAB7L1,1813685,M12.1_RAB7L1,Protein modification,A1,32,A1.32
M12.1,RABGGTB,1790354,M12.1_RABGGTB,Protein modification,A1,32,A1.32
M12.1,RCN2,1662129,M12.1_RCN2,Protein modification,A1,32,A1.32
M12.1,RPAIN,1770339,M12.1_RPAIN,Protein modification,A1,32,A1.32
M12.1,RPUSD4,1730082,M12.1_RPUSD4,Protein modification,A1,32,A1.32
M12.1,SCO1,1728975,M12.1_SCO1,Protein modification,A1,32,A1.32
M12.1,SLC25A25,1791728,M12.1_SLC25A25,Protein modification,A1,32,A1.32
M12.1,SNRPC,2086064,M12.1_SNRPC,Protein modification,A1,32,A1.32
M12.1,TCEAL4,1748625,M12.1_TCEAL4,Protein modification,A1,32,A1.32
M12.1,TFB2M,2067708,M12.1_TFB2M,Protein modification,A1,32,A1.32
M12.1,TGIF1,2318638,M12.1_TGIF1,Protein modification,A1,32,A1.32
M12.1,TH1L,1711450,M12.1_TH1L,Protein modification,A1,32,A1.32
M12.1,TMEM126A,2217809,M12.1_TMEM126A,Protein modification,A1,32,A1.32
M12.1,TMEM203,2073010,M12.1_TMEM203,Protein modification,A1,32,A1.32
M12.1,TMEM4,2123402,M12.1_TMEM4,Protein modification,A1,32,A1.32
M12.1,TOMM20,1679796,M12.1_TOMM20,Protein modification,A1,32,A1.32
M12.1,WDR33,1670172,M12.1_WDR33,Protein modification,A1,32,A1.32
M12.1,WDR57,1799814,M12.1_WDR57,Protein modification,A1,32,A1.32
M12.1,WDR61,1665887,M12.1_WDR61,Protein modification,A1,32,A1.32
M12.1,ZC3HC1,1761479,M12.1_ZC3HC1,Protein modification,A1,32,A1.32
M12.1,ZCCHC7,1744980,M12.1_ZCCHC7,Protein modification,A1,32,A1.32
M12.1,ZFP90,1684628,M12.1_ZFP90,Protein modification,A1,32,A1.32
M12.1,ZNF22,1798533,M12.1_ZNF22,Protein modification,A1,32,A1.32
M12.1,ZNF800,1688346,M12.1_ZNF800,Protein modification,A1,32,A1.32
M12.2,ALDH1A1,2096372,M12.2_ALDH1A1,Monocytes,A26,2,A26.2
M12.2,ALDH2,1793859,M12.2_ALDH2,Monocytes,A26,2,A26.2
M12.2,ASAHL,1668605,M12.2_ASAHL,Monocytes,A26,2,A26.2
M12.2,ASGR1,1769013,M12.2_ASGR1,Monocytes,A26,2,A26.2
M12.2,ASGR2,1694966,M12.2_ASGR2,Monocytes,A26,2,A26.2
M12.2,C4ORF18,1672124,M12.2_C4ORF18,Monocytes,A26,2,A26.2
M12.2,CARD9,1712532,M12.2_CARD9,Monocytes,A26,2,A26.2
M12.2,CCR2,1774761,M12.2_CCR2,Monocytes,A26,2,A26.2
M12.2,CD163,2379599,M12.2_CD163,Monocytes,A26,2,A26.2
M12.2,CD300C,1701906,M12.2_CD300C,Monocytes,A26,2,A26.2
M12.2,CD33,1747622,M12.2_CD33,Monocytes,A26,2,A26.2
M12.2,CD36,1796094,M12.2_CD36,Monocytes,A26,2,A26.2
M12.2,CD86,1714602,M12.2_CD86,Monocytes,A26,2,A26.2
M12.2,CEBPA,1715715,M12.2_CEBPA,Monocytes,A26,2,A26.2
M12.2,CENTA2,1763000,M12.2_CENTA2,Monocytes,A26,2,A26.2
M12.2,CPVL,1682928,M12.2_CPVL,Monocytes,A26,2,A26.2
M12.2,CSF1R,1686623,M12.2_CSF1R,Monocytes,A26,2,A26.2
M12.2,CTSH,2390853,M12.2_CTSH,Monocytes,A26,2,A26.2
M12.2,CYBB,1682312,M12.2_CYBB,Monocytes,A26,2,A26.2
M12.2,CYFIP1,2355462,M12.2_CYFIP1,Monocytes,A26,2,A26.2
M12.2,CYP1B1,1693338,M12.2_CYP1B1,Monocytes,A26,2,A26.2
M12.2,DPYSL2,1672503,M12.2_DPYSL2,Monocytes,A26,2,A26.2
M12.2,EDG3,1703531,M12.2_EDG3,Monocytes,A26,2,A26.2
M12.2,EMILIN2,1697268,M12.2_EMILIN2,Monocytes,A26,2,A26.2
M12.2,EPB41L3,2109197,M12.2_EPB41L3,Monocytes,A26,2,A26.2
M12.2,FLJ21986,1677038,M12.2_FLJ21986,Monocytes,A26,2,A26.2
M12.2,FLVCR2,2204876,M12.2_FLVCR2,Monocytes,A26,2,A26.2
M12.2,FZD2,1653711,M12.2_FZD2,Monocytes,A26,2,A26.2
M12.2,HNMT,1751789,M12.2_HNMT,Monocytes,A26,2,A26.2
M12.2,IFI30,1807277,M12.2_IFI30,Monocytes,A26,2,A26.2
M12.2,KIAA1598,1805992,M12.2_KIAA1598,Monocytes,A26,2,A26.2
M12.2,KLF4,2137789,M12.2_KLF4,Monocytes,A26,2,A26.2
M12.2,KYNU,1746517,M12.2_KYNU,Monocytes,A26,2,A26.2
M12.2,LY86,1807825,M12.2_LY86,Monocytes,A26,2,A26.2
M12.2,MAFB,1764709,M12.2_MAFB,Monocytes,A26,2,A26.2
M12.2,MGST1,2355168,M12.2_MGST1,Monocytes,A26,2,A26.2
M12.2,MS4A6A,2359800,M12.2_MS4A6A,Monocytes,A26,2,A26.2
M12.2,MTMR11,1769299,M12.2_MTMR11,Monocytes,A26,2,A26.2
M12.2,PLA2G7,1701195,M12.2_PLA2G7,Monocytes,A26,2,A26.2
M12.2,PLXNB2,1763447,M12.2_PLXNB2,Monocytes,A26,2,A26.2
M12.2,RNASE4,1776602,M12.2_RNASE4,Monocytes,A26,2,A26.2
M12.2,SLC7A7,1810275,M12.2_SLC7A7,Monocytes,A26,2,A26.2
M12.2,TGFBI,1663866,M12.2_TGFBI,Monocytes,A26,2,A26.2
M12.2,VCAN,1687301,M12.2_VCAN,Monocytes,A26,2,A26.2
M12.3,ABCE1,2330267,M12.3_ABCE1,Cell cycle,A1,7,A1.7
M12.3,AGK,1772645,M12.3_AGK,Cell cycle,A1,7,A1.7
M12.3,AKAP11,1693220,M12.3_AKAP11,Cell cycle,A1,7,A1.7
M12.3,ANAPC1,1804812,M12.3_ANAPC1,Cell cycle,A1,7,A1.7
M12.3,BMS1,1772713,M12.3_BMS1,Cell cycle,A1,7,A1.7
M12.3,C19ORF2,1798728,M12.3_C19ORF2,Cell cycle,A1,7,A1.7
M12.3,C1ORF181,1668540,M12.3_C1ORF181,Cell cycle,A1,7,A1.7
M12.3,CCDC6,1745904,M12.3_CCDC6,Cell cycle,A1,7,A1.7
M12.3,CDK6,1802615,M12.3_CDK6,Cell cycle,A1,7,A1.7
M12.3,CIRH1A,1796235,M12.3_CIRH1A,Cell cycle,A1,7,A1.7
M12.3,DIS3L,1795822,M12.3_DIS3L,Cell cycle,A1,7,A1.7
M12.3,DNAJA3,1662334,M12.3_DNAJA3,Cell cycle,A1,7,A1.7
M12.3,DNAJC10,2151541,M12.3_DNAJC10,Cell cycle,A1,7,A1.7
M12.3,DPH2,2375418,M12.3_DPH2,Cell cycle,A1,7,A1.7
M12.3,ELP3,1744068,M12.3_ELP3,Cell cycle,A1,7,A1.7
M12.3,FAM62B,2057573,M12.3_FAM62B,Cell cycle,A1,7,A1.7
M12.3,FBXO31,1771139,M12.3_FBXO31,Cell cycle,A1,7,A1.7
M12.3,FLJ20160,1710209,M12.3_FLJ20160,Cell cycle,A1,7,A1.7
M12.3,FVT1,2154053,M12.3_FVT1,Cell cycle,A1,7,A1.7
M12.3,GARNL1,2324574,M12.3_GARNL1,Cell cycle,A1,7,A1.7
M12.3,GFM1,1657682,M12.3_GFM1,Cell cycle,A1,7,A1.7
M12.3,GLOD4,1738656,M12.3_GLOD4,Cell cycle,A1,7,A1.7
M12.3,GTPBP4,1742577,M12.3_GTPBP4,Cell cycle,A1,7,A1.7
M12.3,HS.213061,1869109,M12.3_HS.213061,Cell cycle,A1,7,A1.7
M12.3,HS.276860,1821176,M12.3_HS.276860,Cell cycle,A1,7,A1.7
